"TIME","GEO","GEO_LABEL","UNIT","Value","Flag and Footnotes"
"2002","SI","Slovenia","Euro per kilogram, chain linked volumes (2010)","0.8525",""
"2002","SI","Slovenia","Purchasing power standard (PPS) per kilogram","0.9493",""
"2002","SI","Slovenia","Index, 2000=100","104.75",""
"2002","SK","Slovakia","Euro per kilogram","0.4357",""
"2002","SK","Slovakia","Euro per kilogram, chain linked volumes (2010)","0.7495",""
"2002","SK","Slovakia","Purchasing power standard (PPS) per kilogram","0.9705",""
"2002","SK","Slovakia","Index, 2000=100","96.873",""
"2002","FI","Finland","Euro per kilogram","0.8313","s"
"2002","FI","Finland","Euro per kilogram, chain linked volumes (2010)","0.9226","s"
"2002","FI","Finland","Purchasing power standard (PPS) per kilogram","0.6826","s"
"2002","FI","Finland","Index, 2000=100","102.005","s"
"2002","SE","Sweden","Euro per kilogram","1.5741",""
"2002","SE","Sweden","Euro per kilogram, chain linked volumes (2010)","1.7339",""
"2002","SE","Sweden","Purchasing power standard (PPS) per kilogram","1.2557",""
"2002","SE","Sweden","Index, 2000=100","103.464",""
"2002","UK","United Kingdom","Euro per kilogram","2.6225",""
"2002","UK","United Kingdom","Euro per kilogram, chain linked volumes (2010)","2.3132",""
"2002","UK","United Kingdom","Purchasing power standard (PPS) per kilogram","1.9594",""
"2002","UK","United Kingdom","Index, 2000=100","107.831",""
"2002","IS","Iceland","Euro per kilogram",":",""
"2002","IS","Iceland","Euro per kilogram, chain linked volumes (2010)",":",""
"2002","IS","Iceland","Purchasing power standard (PPS) per kilogram",":",""
"2002","IS","Iceland","Index, 2000=100",":",""
"2002","NO","Norway","Euro per kilogram",":",""
"2002","NO","Norway","Euro per kilogram, chain linked volumes (2010)",":",""
"2002","NO","Norway","Purchasing power standard (PPS) per kilogram",":",""
"2002","NO","Norway","Index, 2000=100",":",""
"2002","CH","Switzerland","Euro per kilogram","3.5992","b"
"2002","CH","Switzerland","Euro per kilogram, chain linked volumes (2010)","4.198","b"
"2002","CH","Switzerland","Purchasing power standard (PPS) per kilogram","2.5313","b"
"2002","CH","Switzerland","Index, 2000=100","103.518","b"
"2002","MK","North Macedonia","Euro per kilogram",":",""
"2002","MK","North Macedonia","Euro per kilogram, chain linked volumes (2010)",":",""
"2002","MK","North Macedonia","Purchasing power standard (PPS) per kilogram",":",""
"2002","MK","North Macedonia","Index, 2000=100",":",""
"2002","AL","Albania","Euro per kilogram",":",""
"2002","AL","Albania","Euro per kilogram, chain linked volumes (2010)",":",""
"2002","AL","Albania","Purchasing power standard (PPS) per kilogram",":",""
"2002","AL","Albania","Index, 2000=100",":",""
"2002","RS","Serbia","Euro per kilogram","0.1752",""
"2002","RS","Serbia","Euro per kilogram, chain linked volumes (2010)","0.2187",""
"2002","RS","Serbia","Purchasing power standard (PPS) per kilogram","0.4282",""
"2002","RS","Serbia","Index, 2000=100",":",""
"2002","TR","Turkey","Euro per kilogram","0.4602",""
"2002","TR","Turkey","Euro per kilogram, chain linked volumes (2010)","0.7236",""
"2002","TR","Turkey","Purchasing power standard (PPS) per kilogram","0.9186",""
"2002","TR","Turkey","Index, 2000=100","116.285",""
"2002","BA","Bosnia and Herzegovina","Euro per kilogram",":",""
"2002","BA","Bosnia and Herzegovina","Euro per kilogram, chain linked volumes (2010)",":",""
"2002","BA","Bosnia and Herzegovina","Purchasing power standard (PPS) per kilogram",":",""
"2002","BA","Bosnia and Herzegovina","Index, 2000=100",":",""
"2003","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram","1.2966","s"
"2003","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram, chain linked volumes (2010)","1.4801","s"
"2003","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per kilogram","1.2966","s"
"2003","EU27_2020","European Union - 27 countries (from 2020)","Index, 2000=100","101.886","s"
"2003","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram","1.4144","s"
"2003","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram, chain linked volumes (2010)","1.5682","s"
"2003","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per kilogram","1.3698","s"
"2003","EU28","European Union - 28 countries (2013-2020)","Index, 2000=100","103.316","s"
"2003","BE","Belgium","Euro per kilogram","1.8791","s"
"2003","BE","Belgium","Euro per kilogram, chain linked volumes (2010)","2.1274","s"
"2003","BE","Belgium","Purchasing power standard (PPS) per kilogram","1.7609","s"
"2003","BE","Belgium","Index, 2000=100","106.245","s"
"2003","BG","Bulgaria","Euro per kilogram","0.1689","s"
"2003","BG","Bulgaria","Euro per kilogram, chain linked volumes (2010)","0.2556","s"
"2003","BG","Bulgaria","Purchasing power standard (PPS) per kilogram","0.4828","s"
"2003","BG","Bulgaria","Index, 2000=100","104.897","s"
"2003","CZ","Czechia","Euro per kilogram","0.4946",""
"2003","CZ","Czechia","Euro per kilogram, chain linked volumes (2010)","0.6966",""
"2003","CZ","Czechia","Purchasing power standard (PPS) per kilogram","0.9122",""
"2003","CZ","Czechia","Index, 2000=100","109.263",""
"2003","DK","Denmark","Euro per kilogram","1.4673",""
"2003","DK","Denmark","Euro per kilogram, chain linked volumes (2010)","1.7379",""
"2003","DK","Denmark","Purchasing power standard (PPS) per kilogram","1.0351",""
"2003","DK","Denmark","Index, 2000=100","105.467",""
"2003","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram","1.6732",""
"2003","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram, chain linked volumes (2010)","1.795",""
"2003","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per kilogram","1.5332",""
"2003","DE","Germany (until 1990 former territory of the FRG)","Index, 2000=100","110.871",""
"2003","EE","Estonia","Euro per kilogram","0.2774",""
"2003","EE","Estonia","Euro per kilogram, chain linked volumes (2010)","0.4096",""
"2003","EE","Estonia","Purchasing power standard (PPS) per kilogram","0.4689",""
"2003","EE","Estonia","Index, 2000=100","83.513",""
"2003","IE","Ireland","Euro per kilogram","0.9873",""
"2003","IE","Ireland","Euro per kilogram, chain linked volumes (2010)","0.9873",""
"2003","IE","Ireland","Purchasing power standard (PPS) per kilogram","0.8074",""
"2003","IE","Ireland","Index, 2000=100","99.268",""
"2003","EL","Greece","Euro per kilogram","0.9731","s"
"2003","EL","Greece","Euro per kilogram, chain linked volumes (2010)","1.1826","s"
"2003","EL","Greece","Purchasing power standard (PPS) per kilogram","1.1662","s"
"2003","EL","Greece","Index, 2000=100","95.479","s"
"2003","ES","Spain","Euro per kilogram","0.9817","s"
"2003","ES","Spain","Euro per kilogram, chain linked volumes (2010)","1.1708","s"
"2003","ES","Spain","Purchasing power standard (PPS) per kilogram","1.0616","s"
"2003","ES","Spain","Index, 2000=100","92.83","s"
"2003","FR","France","Euro per kilogram","2.0282",""
"2003","FR","France","Euro per kilogram, chain linked volumes (2010)","2.2789",""
"2003","FR","France","Purchasing power standard (PPS) per kilogram","1.7908",""
"2003","FR","France","Index, 2000=100","114.355","s"
"2003","HR","Croatia","Euro per kilogram","0.612",""
"2003","HR","Croatia","Euro per kilogram, chain linked volumes (2010)","0.8057",""
"2003","HR","Croatia","Purchasing power standard (PPS) per kilogram","0.9546",""
"2003","HR","Croatia","Index, 2000=100","76.511","s"
"2003","IT","Italy","Euro per kilogram","1.7515",""
"2003","IT","Italy","Euro per kilogram, chain linked volumes (2010)","2.0077",""
"2003","IT","Italy","Purchasing power standard (PPS) per kilogram","1.7254",""
"2003","IT","Italy","Index, 2000=100","96.885",""
"2003","CY","Cyprus","Euro per kilogram","0.7987","s"
"2003","CY","Cyprus","Euro per kilogram, chain linked volumes (2010)","0.9592","s"
"2003","CY","Cyprus","Purchasing power standard (PPS) per kilogram","0.8885","s"
"2003","CY","Cyprus","Index, 2000=100","115.864","s"
"2003","LV","Latvia","Euro per kilogram","0.5435",""
"2003","LV","Latvia","Euro per kilogram, chain linked volumes (2010)","0.7914",""
"2003","LV","Latvia","Purchasing power standard (PPS) per kilogram","1.0755",""
"2003","LV","Latvia","Index, 2000=100","97.968",""
"2003","LT","Lithuania","Euro per kilogram","0.4506","s"
"2003","LT","Lithuania","Euro per kilogram, chain linked volumes (2010)","0.622","s"
"2003","LT","Lithuania","Purchasing power standard (PPS) per kilogram","0.9158","s"
"2003","LT","Lithuania","Index, 2000=100","99.145","s"
"2003","LU","Luxembourg","Euro per kilogram","2.2755",""
"2003","LU","Luxembourg","Euro per kilogram, chain linked volumes (2010)","2.8942",""
"2003","LU","Luxembourg","Purchasing power standard (PPS) per kilogram","1.9365",""
"2003","LU","Luxembourg","Index, 2000=100","104.909",""
"2003","HU","Hungary","Euro per kilogram","0.5684",""
"2003","HU","Hungary","Euro per kilogram, chain linked volumes (2010)","0.6895",""
"2003","HU","Hungary","Purchasing power standard (PPS) per kilogram","0.97",""
"2003","HU","Hungary","Index, 2000=100","102.254",""
"2003","MT","Malta","Euro per kilogram","1.1873","s"
"2003","MT","Malta","Euro per kilogram, chain linked volumes (2010)","1.4185","s"
"2003","MT","Malta","Purchasing power standard (PPS) per kilogram","1.6859","s"
"2003","MT","Malta","Index, 2000=100","96.04","s"
"2003","NL","Netherlands","Euro per kilogram","2.9369",""
"2003","NL","Netherlands","Euro per kilogram, chain linked volumes (2010)","3.2844",""
"2003","NL","Netherlands","Purchasing power standard (PPS) per kilogram","2.6053",""
"2003","NL","Netherlands","Index, 2000=100","117.339",""
"2003","AT","Austria","Euro per kilogram","1.4411",""
"2003","AT","Austria","Euro per kilogram, chain linked volumes (2010)","1.6408",""
"2003","AT","Austria","Purchasing power standard (PPS) per kilogram","1.3321",""
"2003","AT","Austria","Index, 2000=100","104.682","b"
"2003","PL","Poland","Euro per kilogram","0.3772",""
"2003","PL","Poland","Euro per kilogram, chain linked volumes (2010)","0.5168",""
"2003","PL","Poland","Purchasing power standard (PPS) per kilogram","0.755",""
"2003","PL","Poland","Index, 2000=100","113.18",""
"2003","PT","Portugal","Euro per kilogram","0.8078",""
"2003","PT","Portugal","Euro per kilogram, chain linked volumes (2010)","0.9401",""
"2003","PT","Portugal","Purchasing power standard (PPS) per kilogram","0.9902",""
"2003","PT","Portugal","Index, 2000=100","112.916",""
"2003","RO","Romania","Euro per kilogram","0.1785",""
"2003","RO","Romania","Euro per kilogram, chain linked volumes (2010)","0.3296",""
"2003","RO","Romania","Purchasing power standard (PPS) per kilogram","0.4676",""
"2003","RO","Romania","Index, 2000=100","68.693",""
"2003","SI","Slovenia","Euro per kilogram","0.696",""
"2003","SI","Slovenia","Euro per kilogram, chain linked volumes (2010)","0.8114",""
"2003","SI","Slovenia","Purchasing power standard (PPS) per kilogram","0.9173",""
"2003","SI","Slovenia","Index, 2000=100","99.695",""
"2003","SK","Slovakia","Euro per kilogram","0.5107",""
"2003","SK","Slovakia","Euro per kilogram, chain linked volumes (2010)","0.8106",""
"2003","SK","Slovakia","Purchasing power standard (PPS) per kilogram","1.0608",""
"2003","SK","Slovakia","Index, 2000=100","104.76",""
"2003","FI","Finland","Euro per kilogram","0.8114","s"
"2003","FI","Finland","Euro per kilogram, chain linked volumes (2010)","0.8988","s"
"2003","FI","Finland","Purchasing power standard (PPS) per kilogram","0.6649","s"
"2003","FI","Finland","Index, 2000=100","99.379","s"
"2003","SE","Sweden","Euro per kilogram","1.6292",""
"2003","SE","Sweden","Euro per kilogram, chain linked volumes (2010)","1.7574",""
"2003","SE","Sweden","Purchasing power standard (PPS) per kilogram","1.2866",""
"2003","SE","Sweden","Index, 2000=100","104.866",""
"2003","UK","United Kingdom","Euro per kilogram","2.5133",""
"2003","UK","United Kingdom","Euro per kilogram, chain linked volumes (2010)","2.3857",""
"2003","UK","United Kingdom","Purchasing power standard (PPS) per kilogram","2.052",""
"2003","UK","United Kingdom","Index, 2000=100","111.212",""
"2003","IS","Iceland","Euro per kilogram",":",""
"2003","IS","Iceland","Euro per kilogram, chain linked volumes (2010)",":",""
"2003","IS","Iceland","Purchasing power standard (PPS) per kilogram",":",""
"2003","IS","Iceland","Index, 2000=100",":",""
"2003","NO","Norway","Euro per kilogram",":",""
"2003","NO","Norway","Euro per kilogram, chain linked volumes (2010)",":",""
"2003","NO","Norway","Purchasing power standard (PPS) per kilogram",":",""
"2003","NO","Norway","Index, 2000=100",":",""
"2003","CH","Switzerland","Euro per kilogram","3.604",""
"2003","CH","Switzerland","Euro per kilogram, chain linked volumes (2010)","4.3102",""
"2003","CH","Switzerland","Purchasing power standard (PPS) per kilogram","2.6242",""
"2003","CH","Switzerland","Index, 2000=100","106.286",""
"2003","MK","North Macedonia","Euro per kilogram",":",""
"2003","MK","North Macedonia","Euro per kilogram, chain linked volumes (2010)",":",""
"2003","MK","North Macedonia","Purchasing power standard (PPS) per kilogram",":",""
"2003","MK","North Macedonia","Index, 2000=100",":",""
"2003","AL","Albania","Euro per kilogram",":",""
"2003","AL","Albania","Euro per kilogram, chain linked volumes (2010)",":",""
"2003","AL","Albania","Purchasing power standard (PPS) per kilogram",":",""
"2003","AL","Albania","Index, 2000=100",":",""
"2003","RS","Serbia","Euro per kilogram","0.2049",""
"2003","RS","Serbia","Euro per kilogram, chain linked volumes (2010)","0.244",""
"2003","RS","Serbia","Purchasing power standard (PPS) per kilogram","0.4839",""
"2003","RS","Serbia","Index, 2000=100",":",""
"2003","TR","Turkey","Euro per kilogram","0.4898",""
"2003","TR","Turkey","Euro per kilogram, chain linked volumes (2010)","0.7352",""
"2003","TR","Turkey","Purchasing power standard (PPS) per kilogram","0.9254",""
"2003","TR","Turkey","Index, 2000=100","118.139",""
"2003","BA","Bosnia and Herzegovina","Euro per kilogram",":",""
"2003","BA","Bosnia and Herzegovina","Euro per kilogram, chain linked volumes (2010)",":",""
"2003","BA","Bosnia and Herzegovina","Purchasing power standard (PPS) per kilogram",":",""
"2003","BA","Bosnia and Herzegovina","Index, 2000=100",":",""
"2004","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram","1.2947","s"
"2004","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram, chain linked volumes (2010)","1.4491","s"
"2004","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per kilogram","1.2947","s"
"2004","EU27_2020","European Union - 27 countries (from 2020)","Index, 2000=100","99.753","s"
"2004","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram","1.4194","s"
"2004","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram, chain linked volumes (2010)","1.5365","s"
"2004","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per kilogram","1.3712","s"
"2004","EU28","European Union - 28 countries (2013-2020)","Index, 2000=100","101.228","s"
"2004","BE","Belgium","Euro per kilogram","1.9325","s"
"2004","BE","Belgium","Euro per kilogram, chain linked volumes (2010)","2.1467","s"
"2004","BE","Belgium","Purchasing power standard (PPS) per kilogram","1.7774","s"
"2004","BE","Belgium","Index, 2000=100","107.209","s"
"2004","BG","Bulgaria","Euro per kilogram","0.1688","s"
"2004","BG","Bulgaria","Euro per kilogram, chain linked volumes (2010)","0.2423","s"
"2004","BG","Bulgaria","Purchasing power standard (PPS) per kilogram","0.4642","s"
"2004","BG","Bulgaria","Index, 2000=100","99.42","s"
"2004","CZ","Czechia","Euro per kilogram","0.5069",""
"2004","CZ","Czechia","Euro per kilogram, chain linked volumes (2010)","0.6884",""
"2004","CZ","Czechia","Purchasing power standard (PPS) per kilogram","0.9156",""
"2004","CZ","Czechia","Index, 2000=100","107.968",""
"2004","DK","Denmark","Euro per kilogram","1.4602",""
"2004","DK","Denmark","Euro per kilogram, chain linked volumes (2010)","1.6962",""
"2004","DK","Denmark","Purchasing power standard (PPS) per kilogram","1.0492",""
